Job Titles_En,Turkce_Meslek
Billing Typist,Fatura Yazıcısı
Bim Coordinator,Bim Koordinatörü
Bim Executive,Bim Yöneticisi
Bim Manager,Bim Müdürü
Bim Modeller,Bim Modelleyicisi
Bim Operator,Bim Operatörü
Biologist,Biyolog
Biology And Chemistry Teacher,Biyoloji ve Kimya Öğretmeni
Biology Specialist,Biyoloji Uzmanı
Biology Teacher,Biyoloji Öğretmeni
Biomedical Engineer,Biyomedikal Mühendisi
Biomedical Equipment Technician,Biyomedikal Ekipman Teknisyeni
Biomedical Technician,Biyomedikal Teknisyeni
Biometric Technician,Biyometrik Teknisyen
Biotechnologist,Biyoteknoloğu
Biscuit Maker,Bisküvi Üreticisi
Bistro Team Member,Bistro Ekip Üyesi
BizOps Manager,İş Operasyonları Müdürü
Biztalk Developer,BizTalk Geliştiricisi
Black Belt,Black Belt
Blackjack Dealer,Blackjack Krupiyeri
Blacksmith,Demirci
Blaster,Patlatma İşçisi
Blockchain Software Developer,Blockchain Yazılım Geliştiricisi
Blog Contributor,Blog Katkıda Bulunan
Blogger,Blog Yazarı
Blood Bank Laboratory Technician,Kan Bankası Laboratuvar Teknisyeni
Blood Bank Laboratory Technologist,Kan Bankası Laboratuvar Teknoloğu
Blood Bank Technologist,Kan Bankası Teknoloğu
Bo Chargeman,
Board,Yönetim Kurulu
Board Certified Associate Behavior Analyst,Sertifikalı Davranış Analisti Yardımcısı
Board Certified Behavior Analyst,Sertifikalı Davranış Analisti
Board Member,Yönetim Kurulu Üyesi
Board Observer,Yönetim Kurulu Gözlemcisi
Bodyguard,Vücut Koruyucusu
Boiler Operator,Kazan Operatörü
Boiler Technician,Kazan Teknisyeni
Boilermaker,Kazan İmalatçısı
Booking,Rezervasyoncu
Booking Administrator,Rezervasyon Yöneticisi
Booking Manager,Rezervasyon Müdürü
Bookkeeper,Muhasebeci
Bookkeeping,Muhasebe
Bookkeeping Assistant,Muhasebe Asistanı
Boss,Patron
Boutique Assistant,Butik Asistanı
Boutique Manager,Butik Müdürü
Boutique Supervisor,Butik Süpervizörü
Braille Transcriber,Braille Yazıcısı
Braille Typist,Braille Daktilo Operatörü
Branch Administrator,Şube Yöneticisi
Branch Assistant,Şube Asistanı
Branch Coordinator,Şube Koordinatörü
Branch Head,Şube Müdürü
Branch Incharge,Şube Sorumlusu
Branch Manager,Şube Müdürü
Branch Operations Executive,Şube Operasyon Yöneticisi
Branch Operations Manager,Şube Operasyon Müdürü
Branch Operations Officer,Şube Operasyon Görevlisi
Branch Supervisor,Şube Süpervizörü
Brand Activation Manager,Marka Aktivasyon Müdürü
Brand Activation Specialist,Marka Aktivasyon Uzmanı
Brand Ambassador,Marka Elçisi
Brand Executive,Marka Yöneticisi
Brand Experience Manager,Marka Deneyimi Müdürü
Brand Manager,Marka Müdürü
Brand Manager Fmcg_2,Hızlı Tüketim Ürünleri Marka Müdürü
Brand Marketing Manager,Marka Pazarlama Müdürü
Brand Officer,Marka Sorumlusu
Brand Promoter,Marka Tanıtım Elemanı
Brand Representative,Marka Temsilcisi
Brand Specialist,Marka Uzmanı
Branding Assistant,Markalama Asistanı
Branding Manager,Markalama Müdürü
Bricklayer,Duvarcı
Broadcast Director,Yayın Direktörü
Broadcaster,Yayıncı
Broker,Komisyoncu
Broking Executive,Komisyonculuk Yöneticisi
Bsc,
Budget Accountant,Bütçe Muhasebecisi
Buffet Waiter,Büfe Garsonu
Buffet Waitress,Büfe Garsonu
Build Engineer,Yapı Mühendisi
Builder,İnşaatçı
Building Consultant,Yapı Danışmanı
Building Engineer,Bina Mühendisi
Building Executive,Bina Yöneticisi
Building Information Modelling Engineer,Yapı Bilgi Modelleme Mühendisi
Building Information Modelling Specialist,Yapı Bilgi Modelleme Uzmanı
Building Maintenance Officer,Bina Bakım Görevlisi
Building Maintenance Supervisor,Bina Bakım Şefi
Building Maintenance Technician,Bina Bakım Teknisyeni
Building Management System Engineer,Bina Yönetim Sistemi Mühendisi
Building Management System Operator,Bina Yönetim Sistemi Operatörü
Building Management Systems Engineer,Bina Yönetim Sistemleri Mühendisi
Building Manager,Bina Müdürü
Building Project Manager,İnşaat Proje Müdürü
Building Services Manager,Bina Hizmetleri Müdürü
Building Supervisor,Bina Denetçisi
Building Technician,Bina Teknisyeni
Burger Flipper,Hamburgercide Grill Görevlisi
Bursar,Muhasebeci (Özellikle eğitim kurumlarında)
Bus Driver,Otobüs Şoförü
Business Accountant,İşletme Muhasebecisi
Business Administration Executive,İşletme Yönetimi Yöneticisi
Business Administration Support Officer,İşletme Yönetimi Destek Görevlisi
Business Administrator,İşletme Yöneticisi
Business Adviser,İş Danışmanı
Business Affairs Specialist,İş Konuları Uzmanı
Business Analysis Executive,İş Analizi Yöneticisi
Business Analysis Specialist,İş Analizi Uzmanı
Business Analyst,İş Analisti
Business Analyst   Risk,
Business Analyst Manager,İş Analisti Müdürü
Business And Economics Teacher,İşletme ve Ekonomi Öğretmeni
Business And System Support Associate,İş ve Sistem Destek Uzmanı
Business Applications Analyst,İş Uygulamaları Analisti
Business Architect,İş Mimarı
Business Assistant,İş Asistanı
Business Associate,İş Geliştirme Temsilcisi
Business Consultant,İş Danışmanı
Business Controller,Finansal Kontrolör
Business Coordinator,İş Koordinatörü
Business Data Analyst,İş Veri Analisti
Business Develop Manager,
Business Developer,İş Geliştirme Uzmanı
Business Development,İş Geliştirme
Business Development  Account Manager,
Business Development Assistant,İş Geliştirme Asistanı
Business Development Associate,İş Geliştirme Temsilcisi
Business Development Center Director,İş Geliştirme Merkezi Direktörü
Business Development Center Manager,İş Geliştirme Merkezi Yöneticisi
Business Development Center Representative,İş Geliştirme Merkezi Temsilcisi
Business Development Consultant,İş Geliştirme Danışmanı
Business Development Director,İş Geliştirme Direktörü
Business Development Engineer,
Business Development Executive,İş Geliştirme Yöneticisi
Business Development General Manager,İş Geliştirme Genel Müdürü
Business Development Manager,İş Geliştirme Yöneticisi
Business Development Officer,İş Geliştirme Görevlisi
Business Development Representative,İş Geliştirme Temsilcisi
Business Development Sales Executive,İş Geliştirme Satış Yöneticisi
Business Development Specialist,İş Geliştirme Uzmanı
Business Executive,İşletme Yöneticisi
Business Finance Manager,İşletme Finansmanı Yöneticisi
Business Financial Analyst,İşletme Finansal Analisti
Business Head,İşletme Şefi
Business Improvement Manager,İş Süreçleri İyileştirme Yöneticisi
Business Improvement Specialist,İş Süreçleri İyileştirme Uzmanı
Business Intelligence Analyst,İş Zekası Analisti
Business Intelligence Consultant,İş Zekası Danışmanı
Business Intelligence Developer,İş Zekası Geliştiricisi
Business Intelligence Lead,İş Zekası Lideri
Business Intelligence Manager,İş Zekası Yöneticisi
Business Intelligence Specialist,İş Zekası Uzmanı
Business Manager,İşletme Yöneticisi
Business Objects Consultant,İş Nesneleri Danışmanı
Business Objects Developer,İş Nesneleri Geliştiricisi
Business Office Executive,İş Yeri Yöneticisi
Business Office Manager,İş Yeri Yöneticisi
Business Officer,İşletme Görevlisi
Business Operations Analyst,İşlemler Analisti
Business Operations Coordinator,İşlemler Koordinatörü
Business Operations Executive,İşlemler Yöneticisi
Business Operations General Manager,İşlemler Genel Müdürü
Business Operations Manager,İşlemler Yöneticisi
Business Operations Specialist,İş Operasyon Uzmanı
Business Owner,Girişimci
Business Partner,İş Ortağı
Business Planning Analyst,İş Planlama Analisti
Business Planning And Consolidation Consultant,İş Planlama ve Konsolidasyon Danışmanı
Business Planning Executive,İş Planlama Yöneticisi
Business Planning Manager,İş Planlama Müdürü
Business Process Analyst,İş Süreçleri Analisti
Business Process Consultant,İş Süreçleri Danışmanı
Business Process Management Consultant,İş Süreçleri Yönetim Danışmanı
Business Process Manager,İş Süreçleri Müdürü
Business Process Outsourcing Manager,İş Süreçleri Dış Kaynak Müdürü
Business Processes Executive,İş Süreçleri Yöneticisi
Business Professional,İş Profesyoneli
Business Project Manager,İş Proje Müdürü
Business Relationship Manager,İş İlişkileri Müdürü
Business Relationship Officer,İş İlişkileri Görevlisi
Business Reporting Analyst,İş Raporlama Analisti
Business Secretary,İş Sekreteri
Business Services Coordinator,İş Hizmetleri Koordinatörü
Business Services Partner,İş Hizmetleri Ortağı
Business Services Role,
Business Solutions Manager,İş Çözümleri Müdürü
Business Solutions Specialist,İş Çözümleri Uzmanı
Business Specialist,İş Uzmanı
Business Studies Teacher,İşletme Öğretmeni
Business Support Administrator,İş Destek Yöneticisi
Business Support Analyst,İş Destek Analisti
Business Support Consultant,İş Destek Danışmanı
Business Support Executive,İş Destek Yöneticisi
Business Support Manager,İş Destek Müdürü
Business Support Officer,İş Destek Görevlisi
Business Support Role,
Business Support Specialist,İş Destek Uzmanı
Business Support System Engineer,İş Destek Sistemleri Mühendisi
Business System Analyst,İş Sistemleri Analisti
Business Systems Analyst,İş Sistemleri Analisti
Business Systems Manager,İş Sistemleri Müdürü
Business To Business Specialist,B2B Uzmanı
Business Transformation Specialist,İş Dönüşümü Uzmanı
Business Unit Manager,İş Birimi Müdürü
Business Warehouse Consultant,İş Depo Danışmanı
Busser,Garson Yardımcısı
Butcher,Kasap
Butler,Uşak
Buyer,Alıcı
Buyer Manager,Alım Müdürü
Buyers Assistant,Alıcı Asistanı
Buying Assistant,Alım Asistanı
Buying Manager,Alım Müdürü
C Programmer_2,
C Software Developer,C Yazılım Geliştiricisi
C Software Engineer,C Yazılım Mühendisi
C Suite Executive Assistant,C Kıdemli Yönetici Asistanı
C# Developer,C# Geliştiricisi
C++ Developer,C++ Geliştiricisi
CBDO,Şef İş Geliştirme Sorumlusu
CBO,Şef İşletme Sorumlusu
CCTV Operator,CCTV Operatörü
CCU Nurse,Yoğun Bakım Hemşiresi
CDD Analyst,
CDL A Truck Driver,CDL A Kamyon Sürücü
CDL B Truck Driver,CDL B Kamyon Sürücü
CMM Programmer,CMM Programcı
CMO,Pazarlama Direktörü
CMS Developer,CMS Geliştiricisi
CMSgt,
CPA,Muhasebeci
CPHT,
CPR Instructor,CPR Eğitmeni
CSS Technician,CSS Teknisyeni
CSSD Technician,Sterilizasyon Teknisyeni
CT Technician,BT Teknisyeni
CT Technologist,BT Teknologu
CX Director,Müşteri Deneyimi Direktörü
CX Manager,Müşteri Deneyimi Yöneticisi
Cabin Crew,Kabin Ekibi
Cable Jointer,Kablo Birleştirici
Cabling Technician,Kablo Teknisyeni
Cad Designer,CAD Tasarımcı
Cad Draftsperson,CAD Çizer
Cad Engineer,CAD Mühendisi
Cad Operator,CAD Operatörü
Caddie,Golf Caddie
Cadet,Stajyer Subay
Cafe Assistant,Kafe Asistanı
Cafe Barista,Kafe Barista
Cafe Manager,Kafe Müdürü
Cafe Supervisor,Kafe Süpervizörü
Cafe Waitperson,Kafe Garsonu
Cake Decorator,Kek Dekoratörü
Calibration Engineer,Kalibrasyon Mühendisi
Calibration Officer,Kalibrasyon Görevlisi
Calibration Staff,Kalibrasyon Personeli
Calibration Technician,Kalibrasyon Teknisyeni
Call Agent,Çağrı Acentesi
Call Center Representative,Çağrı Merkezi Temsilcisi
Call Center Specialist,Çağrı Merkezi Uzmanı
Call Centre Executive,Çağrı Merkezi Yöneticisi
Call Centre Operator,Çağrı Merkezi Operatörü
Call Centre Role,Çağrı Merkezi Temsilcisi
Call Centre Sales Representative,Çağrı Merkezi Satış Temsilcisi
Campaign Consultant,Kampanya Danışmanı
Campaign Coordinator,Kampanya Koordinatörü
Campaign Telemarketing Executive,Kampanya Telesatış İcra Direktörü
Campaigner,Kampanyacı
Candidate,Aday
Capability Lead,Yetenek Lideri
Capability Manager,Yetenek Yöneticisi
Capacity Planner,Kapasite Planlamacısı
Capital Markets Manager,Sermaye Piyasaları Yöneticisi
Captain,Kaptan
Car Care Specialist,Araç Bakım Uzmanı
Car Detailer,Araç Detaylandırma Uzmanı
Car Mechanic,Otomotiv Tamircisi
Car Park Supervisor,Otopark Süpervizörü
Car Parking Attendant,Otopark Görevlisi
Car Sales Consultant,Araç Satış Danışmanı
Cardiac Technologist,Kardiyak Teknolog
Cardiologist,Kardiyolog
Cardiothoracic Surgery Clinical Nurse Specialist,Kardiyotorasik Cerrahi Klinik Hemşire Uzmanı
Cardiovascular Clinical Nurse Specialist,Kardiyovasküler Klinik Hemşire Uzmanı
Cardiovascular Intensive Care Nurse,Kardiyovasküler Yoğun Bakım Hemşiresi
Cardiovascular Surgical Nurse,Kardiyovasküler Cerrahi Hemşiresi
Care Adviser,Bakım Danışmanı
Care Assistant,Bakım Asistanı
Care Associate,Bakım Görevlisi
Care Consultant,Bakım Danışmanı
Care Executive,Bakım Yöneticisi
Care Manager,Bakım Yöneticisi
Care Specialist,Bakım Uzmanı
Care Worker,Bakım Çalışanı
Career Adviser,Kariyer Danışmanı
Career Services Officer,Kariyer Hizmetleri Görevlisi
Career Specialist,Kariyer Uzmanı
Caregiver,Bakıcı
Caretaker,Bekçi
Cargo Specialist,Kargo Uzmanı
Carpenter,Marangoz
Carry Out Clerk,Teslimat Memuru
Case Management Nurse,Vaka Yönetim Hemşiresi
Case Manager,Vaka Yöneticisi
Case Officer,Vaka Görevlisi
Cash Register Operator,Kasa Operatörü
Cash Specialist,Kasa Uzmanı
Cashier,Kasiyer
Casino Dealer,Kumarhane Dağıtıcı
Category Analyst,Kategori Analisti
Category Buyer,Kategori Alıcısı
Category Coordinator,Kategori Koordinatörü
Category Development Manager,Kategori Geliştirme Müdürü
Category Executive,Kategori Yöneticisi
Category Insights Manager,Kategori Analiz Müdürü
Category Manager,Kategori Müdürü
Category Manager   Fmcg,
Catering Assistant,Yiyecek Hizmetleri Asistanı
Catering Barista,Barista
Catering Specialist,Yiyecek Hizmetleri Uzmanı
Center Manager,Merkez Müdürü
Centre Administrator,Merkez Yöneticisi
Centre Assistant,Merkez Asistanı
Centre Associate,Merkez Çalışanı
Centre Coordinator,Merkez Koordinatörü
Centre Executive,Merkez Yöneticisi
Centre Manager,Merkez Müdürü
Centre Officer,Merkez Görevlisi
Centre Operations Manager,Merkez Operasyon Müdürü
Centre Operator,Merkez Operatörü
Ceramist,Seramikçi
Certification Specialist,Sertifikasyon Uzmanı
Certified Dental Technician,Sertifikalı Diş Teknisyeni
Certified Massage Therapist,Sertifikalı Masaj Terapisti
Certified Medical Assistant,Sertifikalı Tıbbi Asistan
Certified Nursing Assistant,Sertifikalı Hemşire Yardımcısı
Certified Occupational Therapy Assistant,Sertifikalı Mesleki Terapi Asistanı
Certified Personal Trainer,Sertifikalı Kişisel Antrenör
Certified Pharmacy Technician,Sertifikalı Eczane Teknisyeni
Certified Practitioner,Sertifikalı Uygulayıcı
Certified Public Accountant,Yeminli Mali Müşavir
Certified Specialist,Sertifikalı Uzman
Chair,Başkan
Chairman,Yönetim Kurulu Başkanı
Chairman Committee,Komite Başkanı
Chairman of the Board,Yönetim Kurulu Başkanı
Chairperson,Başkan
Chairperson of the Board,Yönetim Kurulu Başkanı
Chairwoman,Kadın Başkan
Chairwoman of the Board,Yönetim Kurulu Kadın Başkanı
Change Analyst,Değişim Analisti
Change Management Consultant,Değişim Yönetimi Danışmanı
Change Management Executive,Değişim Yönetimi Yöneticisi
Change Management Lead,Değişim Yönetimi Lideri
Change Management Manager,Değişim Yönetimi Müdürü
Change Management Specialist,Değişim Yönetimi Uzmanı
Change Manager,Değişim Müdürü
Channel Account Manager,Kanal Hesap Müdürü
Channel Business Development Manager,Kanal İş Geliştirme Müdürü
Channel Development Manager,Kanal Geliştirme Müdürü
Channel Director,Kanal Direktörü
Channel Executive,Kanal Yöneticisi
Channel Manager,Kanal Müdürü
Channel Marketing Manager,Kanal Pazarlama Müdürü
Channel Sale,
Channel Sales Executive,Kanal Satış Temsilcisi
Channel Sales Manager,Kanal Satış Müdürü
Charge Nurse,Hemşire Amiri
Chargeman,
Chauffeur,Şoför
Check Agent,Kontrol Görevlisi
Checker,Kontrolör
Chef,Aşçıbaşı
Chef De Partie,Kıdemli Aşçı
Chemical Engineer,Kimya Mühendisi
Chemist,Kimyager
Chemistry Teacher,Kimya Öğretmeni
Chief,Şef
Chief Brand Officer,Marka Müdürü
Chief Business Development Officer,İş Geliştirme Müdürü
Chief Business Officer,İşletme Müdürü
Chief Commercial Officer,Ticari İşler Müdürü
Chief Commercial Officer (CCO),Ticari İşler Müdürü
Chief Communications Officer,İletişim Müdürü
Chief Communications Officer (CCO),İletişim Müdürü
Chief Compliance Officer,Uyum ve Denetim Müdürü
Chief Cook,Baş Aşçı
Chief Corporate Officer,Kurumsal İşler Müdürü
Chief Creative Officer,Yaratıcı İşler Müdürü
Chief Creative Officer (CCO),Yaratıcı İşler Müdürü
Chief Data Officer,Veri Müdürü
Chief Design Officer,Tasarım Müdürü
Chief Development Officer,Geliştirme Müdürü
Chief Development Officer (CDO),Geliştirme Müdürü
Chief Digital Officer,Dijital İşler Müdürü
Chief Digital Officer (CDO),Dijital İşler Müdürü
Chief Economist,Baş Ekonomist
Chief Engineer,Baş Mühendis
Chief Ethics Officer,Etik Müdürü
Chief Executive,Yönetici
Chief Executive Officer,Genel Müdür
Chief Financial Officer,Mali İşler Müdürü
Chief Information Officer,Bilgi Teknolojileri Müdürü
Chief Information Security Officer,Bilgi Güvenliği Müdürü
Chief Knowledge Officer,Bilgi Yönetimi Müdürü
Chief Marketing Officer,Pazarlama Müdürü
Chief Master Sergeant,
Chief Mechanic,Baş Mekanik
Chief Medical Officer,Başhekim
Chief Officer,Kıdemli Memur
Chief Operating Officer,Operasyon Müdürü
